CS,21,,155100,佳里仁愛,３２１５,,３２１５,,,,,,
CS,41,,155200,永康大橋,４４１１,,４４１１,,,,,,
CS,40,,155300,台南明興,３４０５,,３４０５,,,,,,
CS,20,,155400,台南夏林,４２０９,,４２０９,,,,,,
CS,11,,155500,台南安和,３１１１,,３１１１,,,,,,
CS,10,,155700,台南育安,３１０９,,３１０９,,,,,,
CS,31,,155800,永康中華,４３１４,,４３１４,,,,,,
CS,20,,155900,麻豆興中,３２０７,,３２０７,,,,,,
CS,40,,156000,善化善新,２４０９,,２４０９,,,,,,
CS,40,,156100,善化中山,２４０３,,２４０３,,,,,,
CS,31,,156200,台南康樂,４３１０,,４３１０,,,,,,
CS,21,,156300,安平永華,４２１５,,４２１５,,,,,,
CS,21,,156400,台南林森,４２１１,,４２１１,,,,,,
CS,21,,156500,麻豆博愛,３２１１,,３２１１,,,,,,
CS,30,,156600,台南萬年五,４３０１,,４３０１,,,,,,
CS,30,,156700,台南東平,４３０４,,４３０４,,,,,,
CS,31,,157000,永康勝華,４３１２,,４３１２,,,,,,
CS,41,,157800,永康永明,１４１４,,１４１４,,,,,,
CS,10,,157900,新市中正,１１０２,,１１０２,,,,,,
CS,40,,160100,永康大灣,４４０４,,４４０４,,,,,,
CS,30,,160400,台南仁德,２３０９,,２３０９,,,,,,
CS,30,,160500,新營復興,３３０３,,３３０３,,,,,,
CS,40,,160600,永康永大,４４０９,,４４０９,,,,,,
CS,41,,160800,新化中正,２４１２,,２４１２,,,,,,
CS,41,,160900,永康南工,２４１１,,２４１１,,,,,,
CS,30,,161100,民治,３３０２,,３３０２,,,,,,
CS,10,,161200,歸仁,４１０５,,４１０５,,,,,,
CS,20,,161300,白河富民,３２０２,,３２０２,,,,,,
CS,41,,161500,永康正強,４４１２,,４４１２,,,,,,
CS,10,,161600,歸仁中山,４１０９,,４１０９,,,,,,
CS,41,,161800,台南新市,２４１３,,２４１３,,,,,,
CS,40,,161900,善化忠孝,２４０７,,２４０７,,,,,,
CS,21,,162500,佳里,３２１４,,３２１４,,,,,,
CS,30,,162900,新營民生,３３０１,,３３０１,,,,,,
CS,30,,163000,鹽水,３３０５,,３３０５,,,,,,
CS,40,,163200,善化中正,２４０２,,２４０２,,,,,,
CS,30,,163400,台南長榮,２３０７,,２３０７,,,,,,
CS,31,,163500,台南裕忠,２３１１,,２３１１,,,,,,
CS,40,,163600,玉井中華,２４０４,,２４０４,,,,,,
CS,10,,163700,台南自由,４１０７,,４１０７,,,,,,
CS,41,,163800,永康中山南,４４１０,,４４１０,,,,,,
CS,10,,163900,關廟南雄,４１０２,,４１０２,,,,,,
CS,40,,164000,永康富強,４４０６,,４４０６,,,,,,
CS,31,,164100,仁德中清,２３１０,,２３１０,,,,,,
CS,21,,164200,柳營中山,３２１３,,３２１３,,,,,,
CS,10,,164300,台南安富,３１０２,,３１０２,,,,,,
CS,40,,164400,官田中山,２４０５,,２４０５,,,,,,
CS,40,,164500,台南灣裡,３４０４,,３４０４,,,,,,
CS,31,,164600,台南文賢一,２３１３,,２３１３,,,,,,
CS,11,,164700,西港新興,３１１２,,３１１２,,,,,,
CS,41,,164800,台南開元,４４１５,,４４１５,,,,,,
CS,41,,164900,新化忠孝,２４１０,,２４１０,,,,,,
CS,40,,165000,永康北灣,４４０５,,４４０５,,,,,,
CS,31,,165100,台南忠義,２３１４,,２３１４,,,,,,
CS,30,,165200,台南民權,４３０９,,４３０９,,,,,,
CS,20,,165300,麻豆中山,３２０９,,３２０９,,,,,,
CS,41,,165400,新市復興,２４１４,,２４１４,,,,,,
CS,30,,165600,台南西和,４３０６,,４３０６,,,,,,
CS,21,,165700,台南永華,４２１３,,４２１３,,,,,,
CS,31,,165900,永康中華西,４３１５,,４３１５,,,,,,
CS,40,,166200,永康永華,４４０７,,４４０７,,,,,,
CS,20,,166300,東山中興,３２０３,,３２０３,,,,,,
CS,41,,166400,永康中正北,４４１４,,４４１４,,,,,,
CS,10,,166500,台南公學,３１０６,,３１０６,,,,,,
CS,11,,166600,台南州南,３１１０,,３１１０,,,,,,
CS,40,,166700,安定安加,２４０６,,２４０６,,,,,,
CS,20,,166800,台南後壁,３２０６,,３２０６,,,,,,
CS,40,,166900,台南宜居,２４０１,,２４０１,,,,,,
CS,11,,167200,歸仁文化,４１１０,,４１１０,,,,,,
CS,20,,167300,新營東興,３２０５,,３２０５,,,,,,
CS,20,,167400,台南生產,４２０５,,４２０５,,,,,,
CS,41,,167500,台南西門,２４１５,,２４１５,,,,,,
CS,10,,167600,台南海佃,３１０１,,３１０１,,,,,,
CS,21,,167700,台南興昌,４２１０,,４２１０,,,,,,
CS,41,,167800,永康中山,４４１３,,４４１３,,,,,,
CS,10,,167900,歸仁忠孝北,４１０４,,４１０４,,,,,,
CS,40,,168000,瑞祥,１４０５,,１４０５,,,,,,
CS,21,,168100,小港宏平,２２１５,,２２１５,,,,,,
CS,40,,168300,苓雅光華,２４０５,,２４０５,,,,,,
CS,11,,168400,左營重愛,３１１３,,３１１３,,,,,,
CS,21,,168500,鼓山銘傳,３２１０,,３２１０,,,,,,
CS,10,,168600,三民鼎泰,３１０７,,３１０７,,,,,,
CS,11,,168700,三民博愛一,２１１５,,２１１５,,,,,,
CS,20,,169000,右昌,３２０６,,３２０６,,,,,,
CS,11,,169500,高雄苓雅,２１１３,,２１１３,,,,,,
CS,10,,169700,高雄明誠,３１０３,,３１０３,,,,,,
CS,20,,169800,高雄建工,２２０２,,２２０２,,,,,,
CS,20,,169900,左營海總,３２０４,,３２０４,,,,,,
CS,11,,170000,高雄復興,２１１２,,２１１２,,,,,,
CS,10,,170300,三民大昌,２１０３,,２１０３,,,,,,
CS,21,,170600,新興七賢二,２２１４,,２２１４,,,,,,
CS,21,,170700,前金中華三,２２１３,,２２１３,,,,,,
CS,21,,171100,三民九如一,２２１２,,２２１２,,,,,,
CS,11,,171300,高雄重信,３１１１,,３１１１,,,,,,
CS,11,,171500,左營自由三,３１１５,,３１１５,,,,,,
CS,10,,171600,高雄明仁,３１０４,,３１０４,,,,,,
CS,30,,171700,楠梓德賢,３３０６,,３３０６,,,,,,
CS,20,,171900,高雄覺民,２２０１,,２２０１,,,,,,
CS,20,,172000,高雄左大,３２０３,,３２０３,,,,,,
CS,31,,172100,楠梓常興,３３１３,,３３１３,,,,,,
CS,10,,172400,左營榮佑,３１０９,,３１０９,,,,,,
CS,40,,172500,前鎮康定,１４０４,,１４０４,,,,,,
CS,10,,172600,三民自強一,２１０４,,２１０４,,,,,,
CS,21,,172700,小港,２２１２,,２２１２,,,,,,
CS,21,,172800,鼓山明倫,３２１２,,３２１２,,,,,,
CS,40,,172900,苓雅建國一,２４０３,,２４０３,,,,,,
CS,21,,173100,小港店北,２２１３,,２２１３,,,,,,
CS,41,,173200,鳳山青年,２４１１,,２４１１,,,,,,
CS,41,,173300,鳳山經武,２４１３,,２４１３,,,,,,
CS,31,,173400,鳳山信義,２３１４,,２３１４,,,,,,
CS,20,,173500,鳳山五福二,２２０９,,２２０９,,,,,,
CS,21,,173600,鳥松本館,２２１１,,２２１１,,,,,,
CS,30,,173700,鳳山誠德,２３０３,,２３０３,,,,,,
CS,41,,173800,鳳山青年二,２４１２,,２４１２,,,,,,
CS,20,,173900,鳳山保泰,２２０５,,２２０５,,,,,,
CS,31,,174700,大寮二,２３１０,,２３１０,,,,,,
CS,21,,174900,鳳山錦田,２２１０,,２２１０,,,,,,
CS,30,,175200,高雄大社,２３０６,,２３０６,,,,,,
CS,41,,175300,阿蓮民族,３４１１,,３４１１,,,,,,
CS,11,,175400,燕巢中民,２１１２,,２１１２,,,,,,
CS,30,,175500,林園東林西,２３０６,,２３０６,,,,,,
CS,31,,175600,鳳山平等,２３１３,,２３１３,,,,,,
CS,40,,175700,高雄路竹,３４０６,,３４０６,,,,,,
CS,30,,175800,高雄仁武,２３０２,,２３０２,,,,,,
CS,30,,175900,高雄林園三,２３０５,,２３０５,,,,,,
CS,10,,176100,鳳山中山,２１０１,,２１０１,,,,,,
CS,30,,176200,梓官中崙,３３０２,,３３０２,,,,,,
CS,31,,176300,鳳山瑞隆東,２３１２,,２３１２,,,,,,
CS,30,,176600,仁武永仁,２３０３,,２３０３,,,,,,
CS,31,,176700,鳳山光復,２３１５,,２３１５,,,,,,
CS,41,,176800,美濃泰安,１４１１,,１４１１,,,,,,
CS,30,,177100,高雄鳳林,２３０７,,２３０７,,,,,,
CS,30,,177200,橋頭隆豐,３３０９,,３３０９,,,,,,
CS,41,,177300,岡山壽華,３４１５,,３４１５,,,,,,
CS,30,,177400,大寮鳳林三,２３０９,,２３０９,,,,,,
CS,20,,177500,鼓山美明,２２０６,,２２０６,,,,,,
CS,20,,177600,鼓山華夏,３２０９,,３２０９,,,,,,
CS,10,,177700,三民鼎力,３１０５,,３１０５,,,,,,
CS,41,,177800,岡山大仁,３４１２,,３４１２,,,,,,
CS,40,,177900,苓雅四維二,２４０７,,２４０７,,,,,,
CS,10,,178100,鹽埕壽星,２１０７,,２１０７,,,,,,
CS,20,,178300,左營高鐵,３２０７,,３２０７,,,,,,
CS,11,,178400,鳳山頂豐,２１１３,,２１１３,,,,,,
CS,30,,178600,鳳山博愛,２３０４,,２３０４,,,,,,
CS,20,,178700,高雄大樹,２２０１,,２２０１,,,,,,
CS,41,,178800,鳳山建國,２４１５,,２４１５,,,,,,
CS,11,,179000,新興林森一,２１１０,,２１１０,,,,,,
CS,20,,179100,高雄中泰,３２０５,,３２０５,,,,,,
CS,10,,179200,三民鼎中,３１０６,,３１０６,,,,,,
CS,40,,179300,旗山中華,１４０９,,１４０９,,,,,,
CS,30,,179400,岡山公園西,３３０４,,３３０４,,,,,,
CS,40,,179500,鳳山保南,１４０６,,１４０６,,,,,,
CS,40,,179800,旗津中洲,１４０３,,１４０３,,,,,,
CS,11,,179900,小港山明,２１１５,,２１１５,,,,,,
CS,30,,180000,楠梓藍昌,３３０５,,３３０５,,,,,,
CS,31,,180100,鳳山國泰,２３１１,,２３１１,,,,,,
CS,40,,180200,茄萣仁愛,３４０２,,３４０２,,,,,,
CS,20,,180300,鳳山南和一,２２０７,,２２０７,,,,,,
CS,20,,180500,鳳山武營,２２０３,,２２０３,,,,,,
CS,10,,180600,三民大昌二,３１０２,,３１０２,,,,,,
CS,40,,180700,苓雅正義,２４０２,,２４０２,,,,,,
CS,31,,180800,大社金龍,３３１２,,３３１２,,,,,,
CS,30,,180900,仁武八德,２３０４,,２３０４,,,,,,
CS,40,,181000,湖內保生,３４０１,,３４０１,,,,,,
CS,20,,181100,左營文康,２２０９,,２２０９,,,,,,
CS,31,,181200,楠梓土庫,３３１０,,３３１０,,,,,,
CS,21,,181300,左營自由二,３２１５,,３２１５,,,,,,
CS,21,,181400,前鎮和誠,２２１１,,２２１１,,,,,,
CS,10,,181600,鼓山明誠,２１０５,,２１０５,,,,,,
CS,10,,181700,鹽土呈七賢三,２１０６,,２１０６,,,,,,
CS,21,,181800,三民金獅湖,２２１０,,２２１０,,,,,,
CS,31,,181900,楠梓興楠,３３１１,,３３１１,,,,,,
CS,10,,182000,鼓山新疆,２１０９,,２１０９,,,,,,
CS,40,,182100,路竹國昌,３４０７,,３４０７,,,,,,
CS,31,,182300,岡山岡燕,３３１４,,３３１４,,,,,,
CS,20,,182400,鼓山美術南,２２０７,,２２０７,,,,,,
CS,40,,182500,大寮三隆,１４０１,,１４０１,,,,,,
CS,20,,182800,楠梓德中,３２０２,,３２０２,,,,,,
CS,40,,183000,苓雅二聖,２４０６,,２４０６,,,,,,
CS,10,,183100,三民褒揚,２１０２,,２１０２,,,,,,
CS,20,,183200,仁武八德南,２２０５,,２２０５,,,,,,
CS,11,,183300,小港康莊,２１１４,,２１１４,,,,,,
CS,41,,183400,岡山大仁北,３４１３,,３４１３,,,,,,
CS,10,,183500,三民陽明,３１０１,,３１０１,,,,,,
CS,11,,183600,苓雅三多,２１１４,,２１１４,,,,,,
CS,41,,183700,阿蓮中正,３４１０,,３４１０,,,,,,
CS,30,,183800,橋頭成功南,３３０７,,３３０７,,,,,,
CS,20,,183900,仁武鳳仁,２２０４,,２２０４,,,,,,
CS,21,,184000,左營富國,３２１４,,３２１４,,,,,,
CS,30,,184100,彌陀中正東,３３０３,,３３０３,,,,,,
CS,11,,184200,仁武霞海,３１１０,,３１１０,,,,,,
CS,20,,184300,鳳山海洋一,２２０４,,２２０４,,,,,,
CS,20,,184400,梓官中正,３２０１,,３２０１,,,,,,
CS,30,,184500,新興中正三,３３０１,,３３０１,,,,,,
CS,11,,184600,新興復興一,２１１１,,２１１１,,,,,,
CS,30,,184700,仁武中華,２３０５,,２３０５,,,,,,
CS,41,,184800,鳳山鳳北,２４１４,,２４１４,,,,,,
CS,31,,185000,岡山平和,３３１５,,３３１５,,,,,,
CS,40,,185100,前金自強三,２４０９,,２４０９,,,,,,
CS,11,,185300,左營文學,３１１２,,３１１２,,,,,,
CS,21,,185400,小港松園,２２１４,,２２１４,,,,,,
CS,40,,185500,路竹金平,３４０９,,３４０９,,,,,,
CS,41,,185600,旗山旗甲,１４１０,,１４１０,,,,,,
CS,21,,185700,鼓山南屏,３２１３,,３２１３,,,,,,
CS,20,,185800,大樹中正一,２２０２,,２２０２,,,,,,
CS,30,,185900,大寮鳳屏一,２３０２,,２３０２,,,,,,
CS,20,,186000,鳳山保華一,２２０６,,２２０６,,,,,,
CS,20,,186100,三民大順二,２２０３,,２２０３,,,,,,
CS,40,,186200,前鎮光華三,１４０７,,１４０７,,,,,,
CS,40,,186400,苓雅中正一,２４０４,,２４０４,,,,,,
CS,21,,186500,高雄七賢小時,２２１５,,２２１５,,,,,,
CS,30,,186600,仁武水管,２３０１,,２３０１,,,,,,
CS,30,,186700,鳳山光華,２３０１,,２３０１,,,,,,
CS,41,,186800,前金自強二,２４１０,,２４１０,,,,,,
CS,40,,187000,鳳山頂庄,１４０９,,１４０９,,,,,,
CS,40,,187100,三民有光,１４０２,,１４０２,,,,,,
CS,41,,187200,鼓山日昌,１４１０,,１４１０,,,,,,
CS,10,,187300,前鎮廣東三,２１０１,,２１０１,,,,,,
CS,40,,187400,前鎮明鳳三,１４０７,,１４０７,,,,,,
CS,11,,187500,左營博愛三,３１１４,,３１１４,,,,,,
CS,41,,187600,苓雅正大,１４１１,,１４１１,,,,,,
CS,21,,187900,左營果貿,３２１１,,３２１１,,,,,,
CS,40,,188000,茄萣民族,３４０３,,３４０３,,,,,,
CS,41,,188100,前鎮瑞南,１４１３,,１４１３,,,,,,
CS,10,,188200,湖內中山,４１０１,,４１０１,,,,,,
CS,40,,188600,苓雅凱旋一,２４０１,,２４０１,,,,,,
CS,10,,188700,三民十全一,１１０３,,１１０３,,,,,,
CS,41,,189000,鳳山北昌五,１４１２,,１４１２,,,,,,
CS,41,,189200,岡山民族,３４１４,,３４１４,,,,,,
CS,31,,190000,恆春西門,４３１３,,４３１３,,,,,,
CS,31,,190100,潮州延平,１３１１,,１３１１,,,,,,
CS,40,,190600,屏東自由,１４０２,,１４０２,,,,,,
CS,40,,191000,屏東民族,１４０３,,１４０３,,,,,,
CS,31,,191700,東港長春一,１３１５,,１３１５,,,,,,
CS,41,,191900,萬丹,１４１４,,１４１４,,,,,,
CS,30,,192000,東港博愛,１３０３,,１３０３,,,,,,
CS,10,,192300,勝利,２１０６,,２１０６,,,,,,
CS,31,,192400,潮州朝昇東,１３１４,,１３１４,,,,,,
CS,10,,192500,鹽埔維新,２１０７,,２１０７,,,,,,
CS,40,,192600,屏東永大,１４０４,,１４０４,,,,,,
CS,41,,192700,萬丹大順,１４１３,,１４１３,,,,,,
CS,41,,192800,新園仙吉,１４１５,,１４１５,,,,,,
CS,40,,192900,屏東廣東,１４０１,,１４０１,,,,,,
CS,10,,193000,屏東中正,２１０９,,２１０９,,,,,,
CS,10,,193100,屏東復興南,２１０３,,２１０３,,,,,,
CS,30,,193200,林邊中林,１３０２,,１３０２,,,,,,
CS,30,,193300,布袋太平東,３３０６,,３３０６,,,,,,
CS,11,,193400,屏東里港,２１１０,,２１１０,,,,,,
CS,10,,193500,屏東瑞民,２１０４,,２１０４,,,,,,
CS,31,,193600,屏東枋寮,４３１４,,４３１４,,,,,,
CS,31,,193800,恆春恆南,４３１１,,４３１１,,,,,,
CS,41,,193900,高樹信義,１４１２,,１４１２,,,,,,
CS,30,,194000,萬巒褒忠,１３０５,,１３０５,,,,,,
CS,10,,194100,屏東萬年,２１０２,,２１０２,,,,,,
CS,10,,194200,長治潭頭,２１０５,,２１０５,,,,,,
CS,31,,194300,恆春環城南,４３１２,,４３１２,,,,,,
CS,31,,194400,屏東南州,１３１０,,１３１０,,,,,,
CS,31,,194500,潮州光復,１３１２,,１３１２,,,,,,
CS,30,,194800,內埔昭勝,１３０７,,１３０７,,,,,,
CS,30,,194900,新埤中正,１３０１,,１３０１,,,,,,
CS,30,,195100,內埔永光,１３０９,,１３０９,,,,,,
CS,11,,195200,九如九里,２１１１,,２１１１,,,,,,
CS,20,,195300,佳冬玉光,１２０１,,１２０１,,,,,,
CS,31,,195500,潮州公園,１３１３,,１３１３,,,,,,
CS,30,,195600,內埔勝光,１３０６,,１３０６,,,,,,
CS,40,,195700,屏東崇明,１４０５,,１４０５,,,,,,
CS,30,,195800,東港興安二,１３０４,,１３０４,,,,,,
CS,40,,195900,屏東公園,１４０６,,１４０６,,,,,,
CS,41,,200000,台東太麻里,４４１０,,４４１０,,,,,,
CS,40,,200100,台東漢陽,４４０９,,４４０９,,,,,,
CS,41,,200300,台東更生,４４１３,,４４１３,,,,,,
CS,41,,200400,關山和平,４４１２,,４４１２,,,,,,
CS,40,,200500,台東中山,４４０６,,４４０６,,,,,,
CS,41,,200600,成功大同,４４１４,,４４１４,,,,,,
CS,31,,200700,池上中正,４３１５,,４３１５,,,,,,
CS,40,,201000,台東平等,４４０７,,４４０７,,,,,,
CS,41,,201100,新生,４４１５,,４４１５,,,,,,
CS,41,,201200,開封,４４１１,,４４１１,,,,,,
CS,20,,210000,花蓮重慶,１２０４,,１２０４,,,,,,
CS,20,,210100,吉安慶豐,１２０５,,１２０５,,,,,,
CS,20,,210200,玉里仁愛,１２０６,,１２０６,,,,,,
CS,20,,210300,花蓮林森,１２０７,,１２０７,,,,,,
CS,20,,210400,玉里和平,１２０９,,１２０９,,,,,,
CS,21,,210500,花蓮美崙,１２１０,,１２１０,,,,,,
CS,21,,210700,花蓮太昌,１２１１,,１２１１,,,,,,
CS,21,,210900,花蓮壽豐,１２１２,,１２１２,,,,,,
CS,21,,211000,花蓮國聯,１２１３,,１２１３,,,,,,
CS,21,,211100,花蓮中正,１２１４,,１２１４,,,,,,
CS,21,,211200,吉安,１２１５,,１２１５,,,,,,
CS,10,,211300,鳳林,１１０２,,１１０２,,,,,,
CS,10,,211400,花蓮建國,１１０３,,１１０３,,,,,,
CS,10,,211500,光復中山,１１０４,,１１０４,,,,,,
CS,10,,211600,吉安自強,１１０５,,１１０５,,,,,,
CS,10,,211700,瑞穗國光,１１０６,,１１０６,,,,,,
CS,40,,240100,金門慈湖,４４０１,,４４０１,,,,,,
CS,40,,240200,金門金湖,４４０２,,４４０２,,,,,,
CS,40,,240300,金門民權,４４０３,,４４０３,,,,,,
CS,21,,701100,麻豆中正,３２１０,,３２１０,,,,,,
CS,11,,701200,佳里安西,３１１４,,３１１４,,,,,,
CS,30,,701300,新營金華,３３０４,,３３０４,,,,,,
CS,40,,701400,嘉義興業二,３４０５,,３４０５,,,,,,
CS,41,,701500,嘉義民權,３４１３,,３４１３,,,,,,
CS,31,,701900,朴子四維,３３１０,,３３１０,,,,,,
CS,20,,702100,白河國泰,３２０１,,３２０１,,,,,,
CS,30,,750200,虎尾中正,４３０７,,４３０７,,,,,,
CS,40,,780700,大潤發台南,４４０３,,４４０３,,,,,,
CS,20,,781400,大潤發斗南,１２０２,,１２０２,,,,,,
CS,40,,781700,大潤發台東,４４０５,,４４０５,,,,,,
CS,40,,783200,大潤發佳里,４４０２,,４４０２,,,,,,
CS,40,,783600,大潤發嘉義,４４０１,,４４０１,,,,,,
CS,40,,783700,大潤發鳳山,４４０４,,４４０４,,,,,,
CS,99,,999999,全區總量,ＡＬＬ,,９９９９９,,,,,,
