CS,1,211121,013400,75,0,75,2,DD,,DDDD,1,0,0,,0,03,,,,,,,,,,,,,,
CS,1,213809,013400,69,0,69,1,DD,,DDDD,1,0,0,,0,03,,,,,,,,,,,,,,
CS,1,213871,013400,320,0,320,2,DD,,DDDD,0,0,0,,0,03,,,,,,,,,,,,,,
CS,1,214053,013400,435,0,435,2,DD,,DDDD,0,0,0,,0,03,,,,,,,,,,,,,,
CS,1,214109,013400,320,0,320,2,DD,,DDDD,0,0,0,,0,03,,,,,,,,,,,,,,
CS,2,214121,013400,599,0,599,4,DD,,DDDD,0,0,0,,0,03,,,,,,,,,,,,,,
CS,1,214544,013400,700,0,700,2,DD,,DDDD,0,0,0,,0,03,,,,,,,,,,,,,,
CS,1,215121,013400,108,0,108,3,DD,,DDDD,1,0,0,,0,03,,,,,,,,,,,,,,
CS,1,215121,062900,108,0,108,3,DD,,DDDD,1,0,0,,0,03,,,,,,,,,,,,,,
CS,1,215121,063200,108,0,108,3,DD,,DDDD,1,0,0,,0,03,,,,,,,,,,,,,,
CS,1,226015,063200,69,0,69,4,DD,,DDDD,1,0,0,,0,03,,,,,,,,,,,,,,
CS,1,226015,013400,69,0,69,4,DD,,DDDD,1,0,0,,0,03,,,,,,,,,,,,,,
CS,1,310026,021200,750,0,750,3,DD,,DDDD,0,0,0,,0,03,,,,,,,,,,,,,,
CS,1,310026,063500,750,0,750,8,DD,,DDDD,0,0,0,,0,03,,,,,,,,,,,,,,
CS,1,310061,021200,460,0,460,4,DD,,DDDD,0,0,0,,0,03,,,,,,,,,,,,,,
CS,1,310061,013400,460,0,460,3,DD,,DDDD,0,0,0,,0,03,,,,,,,,,,,,,,
CS,1,310061,012400,460,0,460,2,DD,,DDDD,0,0,0,,0,03,,,,,,,,,,,,,,
CS,1,310073,013400,410,0,410,4,DD,,DDDD,0,0,0,,0,03,,,,,,,,,,,,,,
CS,1,310073,021200,410,0,410,4,DD,,DDDD,0,0,0,,0,03,,,,,,,,,,,,,,
CS,1,310081,021200,445,0,445,3,DD,,DDDD,0,0,0,,0,03,,,,,,,,,,,,,,
CS,1,310081,013400,445,0,445,4,DD,,DDDD,0,0,0,,0,03,,,,,,,,,,,,,,
CS,1,310081,020500,445,0,445,3,DD,,DDDD,0,0,0,,0,03,,,,,,,,,,,,,,
CS,1,310084,020500,169,0,169,3,DD,,DDDD,1,0,0,,0,03,,,,,,,,,,,,,,
CS,1,310084,013400,169,0,169,2,DD,,DDDD,1,0,0,,0,03,,,,,,,,,,,,,,
CS,1,310084,021200,169,0,169,3,DD,,DDDD,1,0,0,,0,03,,,,,,,,,,,,,,
CS,1,310085,013400,209,0,209,2,DD,,DDDD,1,0,0,,0,03,,,,,,,,,,,,,,
CS,1,310085,020500,209,0,209,3,DD,,DDDD,1,0,0,,0,03,,,,,,,,,,,,,,
CS,1,310088,020500,149,0,149,1,DD,,DDDD,1,0,0,,0,03,,,,,,,,,,,,,,
CS,1,310088,013400,149,0,149,1,DD,,DDDD,1,0,0,,0,03,,,,,,,,,,,,,,
CS,1,310088,021200,149,0,149,3,DD,,DDDD,1,0,0,,0,03,,,,,,,,,,,,,,
CS,1,310099,021200,400,0,400,60,DD,,DDDD,0,0,0,,0,03,,,,,,,,,,,,,,
CS,1,310099,013400,400,0,400,10,DD,,DDDD,0,0,0,,0,03,,,,,,,,,,,,,,
CS,1,310099,020500,400,0,400,29,DD,,DDDD,0,0,0,,0,03,,,,,,,,,,,,,,
CS,1,310103,020500,115,0,115,2,DD,,DDDD,1,0,0,,0,03,,,,,,,,,,,,,,
CS,1,310103,013400,115,0,115,2,DD,,DDDD,1,0,0,,0,03,,,,,,,,,,,,,,
CS,1,310103,021200,115,0,115,2,DD,,DDDD,1,0,0,,0,03,,,,,,,,,,,,,,
CS,1,310110,013400,490,0,490,10,DD,,DDDD,0,0,0,,0,03,,,,,,,,,,,,,,
CS,1,310110,020500,490,0,490,25,DD,,DDDD,0,0,0,,0,03,,,,,,,,,,,,,,
CS,1,310113,020500,135,0,135,2,DD,,DDDD,1,0,0,,0,03,,,,,,,,,,,,,,
CS,1,310113,013400,135,0,135,2,DD,,DDDD,1,0,0,,0,03,,,,,,,,,,,,,,
