
SFM002,2,011300,基隆復興,,1,1,0071,1,1,2,3,1,1,0,0,0,0,0,0,,,,,R 071D3,071D3
SFM002,2,011600,基隆精一,,1,2,0051,1,1,2,3,1,1,0,0,0,0,0,0,,,,,P 051A3,051A3
SFM002,2,011800,基隆暖暖,,1,3,0071,1,1,2,3,1,1,0,0,0,0,0,0,,,,,R 071C2,071C2
SFM002,2,011900,基隆義二,,1,4,0031,1,1,2,3,1,1,0,0,0,0,0,0,,,,,N 031A3,031A3
SFM002,2,012000,基隆中正,,1,5,0041,1,1,2,3,1,1,0,0,0,0,0,0,,,,,Ｘ 041A3,041A3
SFM002,2,012100,基隆新豐,,1,6,0071,1,1,2,3,1,1,0,0,0,0,0,0,,,,,R 071D1,071D1
SFM002,2,012400,基隆信義,,1,7,0091,1,1,2,3,1,1,0,0,0,0,0,0,,,,,T 091D1,091D1
SFM002,2,012600,基隆光華,,1,8,0061,1,1,2,3,1,1,0,0,0,0,0,0,,,,,Q 061A3,061A3
SFM002,2,012700,基隆大武崙,,1,9,0071,1,1,2,3,1,1,0,0,0,0,0,0,,,,,R 071C1,071C1
SFM002,2,012900,基隆武隆,,1,10,0081,1,1,2,3,1,1,0,0,0,0,0,0,,,,,S 081C1,081C1
SFM002,2,013000,基隆源遠,,1,11,0071,1,1,2,3,1,1,0,0,0,0,0,0,,,,,R 071C3,071C3
SFM002,2,013100,基隆樂利,,1,12,0091,1,1,2,3,1,1,0,0,0,0,0,0,,,,,T 091C4,091C4
SFM002,2,013200,基隆百三,,1,13,0091,1,1,2,3,1,1,0,0,0,0,0,0,,,,,T 091D3,091D3
SFM002,2,013300,基隆海大,,1,14,0011,1,1,2,3,1,1,0,0,0,0,0,0,,,,,L 011A3,011A3
SFM002,2,013400,基隆孝東,,1,15,0091,1,1,2,3,1,1,0,0,0,0,0,0,,,,,T 091C2,091C2
