0600:,0601:,0602:,2966:,0611:,8002:,2861:,1231:,0607:,0605:,2968:,2969:,2970:,2971:,2972:,2973:,2974:,2975:,2976:,3070:,3071:,3072:,3073:,3074:,3075:,0604:,0613:,0620:,2979:,0615:,0674:,0618:,0619:,0614:,0616:,0623:
11,4,310202,3,2,000037,20241213,374754,0,0,20241212,051217,20241212,051338,0,5,000037,A2,,20241212,0000,20241215,1200,,0000,841600,0,1,1,480,0,0,0,184,88,0
11,4,310202,3,2,000037,20241213,374570,0,0,20241212,042114,20241212,043726,0,5,000037,A2,,20241212,0000,20241215,1200,,0000,841600,0,4,1,480,0,0,0,749,359,0
11,4,310202,3,2,000037,20241213,374538,0,0,20241212,042114,20241212,043043,0,5,000037,A2,,20241212,0000,20241215,1200,,0000,841900,0,4,1,480,0,0,0,742,356,0
11,4,310202,3,2,000037,20241213,374700,0,0,20241212,042114,20241212,050356,0,5,000037,A2,,20241212,0000,20241215,1200,,0000,842000,0,2,1,480,0,0,0,364,175,0
11,4,310202,3,2,000037,20241213,374540,0,0,20241212,042114,20241212,043107,0,5,000037,A2,,20241212,0000,20241215,1200,,0000,842100,0,8,1,480,0,0,0,1472,707,0
11,4,310202,3,2,000037,20241213,374681,0,0,20241212,042114,20241212,050112,0,5,000037,A2,,20241212,0000,20241215,1200,,0000,842200,0,4,1,480,0,0,0,759,365,0
11,4,310202,3,2,000037,20241213,374865,0,0,20241212,051217,20241212,052509,0,5,000037,A2,,20241212,0000,20241215,1200,,0000,842200,0,1,1,480,0,0,0,185,89,0
11,4,310202,3,2,000037,20241213,374535,0,0,20241212,042114,20241212,043014,0,5,000037,A2,,20241212,0000,20241215,1200,,0000,842600,0,4,1,480,0,0,0,724,346,0
11,4,310202,3,2,000037,20241213,374647,0,0,20241212,042114,20241212,045609,0,5,000037,A2,,20241212,0000,20241215,1200,,0000,842700,0,5,1,480,0,0,0,919,440,0
11,4,310202,3,2,000037,20241213,374831,0,0,20241212,051217,20241212,052109,0,5,000037,A2,,20241212,0000,20241215,1200,,0000,842700,0,1,1,480,0,0,0,190,91,0
11,4,310202,3,2,000037,20241213,374791,0,0,20241212,051217,20241212,051657,0,5,000037,A2,,20241212,0000,20241215,1200,,0000,842900,0,1,1,480,0,0,0,196,94,0
11,4,310202,3,2,000037,20241213,374607,0,0,20241212,042114,20241212,044815,0,5,000037,A2,,20241212,0000,20241215,1200,,0000,842900,0,2,1,480,0,0,0,379,182,0
11,4,310202,3,2,000037,20241213,374701,0,0,20241212,042114,20241212,050401,0,5,000037,A2,,20241212,0000,20241215,1200,,0000,843000,0,2,1,480,0,0,0,375,180,0
7,4,310331,3,2,000039,20241213,783552,0,0,20241212,032216,20241212,035826,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,11600,0,3,1,325,0,0,0,800,260,0
7,4,310331,3,2,000039,20241213,783548,0,0,20241212,032216,20241212,035759,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,11900,0,4,1,325,0,0,0,1063,345,0
7,4,310331,3,2,000039,20241213,783550,0,0,20241212,032216,20241212,035813,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,12000,0,3,1,325,0,0,0,756,245,0
7,4,310331,3,2,000039,20241213,783555,0,0,20241212,032216,20241212,035907,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,12600,0,3,1,325,0,0,0,724,236,0
7,4,310331,3,2,000039,20241213,783461,0,0,20241212,032216,20241212,034341,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,20400,0,6,1,325,0,0,0,1650,536,0
7,4,310331,3,2,000039,20241213,783505,0,0,20241212,032216,20241212,035234,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,20900,0,2,1,325,0,0,0,580,189,0
7,4,310331,3,2,000039,20241213,783537,0,0,20241212,032216,20241212,035655,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,21100,0,5,1,325,0,0,0,1344,437,0
7,4,310331,3,2,000039,20241213,783480,0,0,20241212,032216,20241212,034706,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,21400,0,4,1,325,0,0,0,1176,383,0
7,4,310331,3,2,000039,20241213,783361,0,0,20241212,032216,20241212,032541,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,21700,0,1,1,325,0,0,0,398,129,0
7,4,310331,3,2,000039,20241213,783529,0,0,20241212,032216,20241212,035548,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,22600,0,3,1,325,0,0,0,808,263,0
7,4,310331,3,2,000039,20241213,783507,0,0,20241212,032216,20241212,035247,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,22700,0,2,1,325,0,0,0,548,178,0
7,4,310331,3,2,000039,20241213,783396,0,0,20241212,032216,20241212,033125,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,23900,0,6,1,325,0,0,0,1568,510,0
7,4,310331,3,2,000039,20241213,783395,0,0,20241212,032216,20241212,033112,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,24200,0,6,1,325,0,0,0,1767,575,0
7,4,310331,3,2,000039,20241213,783561,0,0,20241212,032216,20241212,035944,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,24300,0,3,1,325,0,0,0,769,249,0
7,4,310331,3,2,000039,20241213,783479,0,0,20241212,032216,20241212,034656,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,24700,0,2,1,325,0,0,0,620,202,0
7,4,310331,3,2,000039,20241213,783430,0,0,20241212,032216,20241212,033834,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,24900,0,6,1,325,0,0,0,1784,580,0
7,4,310331,3,2,000039,20241213,783491,0,0,20241212,032216,20241212,034839,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,25200,0,3,1,325,0,0,0,742,241,0
7,4,310331,3,2,000039,20241213,783398,0,0,20241212,032216,20241212,033143,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,25800,0,3,1,325,0,0,0,789,256,0
7,4,310331,3,2,000039,20241213,783394,0,0,20241212,032216,20241212,033058,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,26900,0,3,1,325,0,0,0,762,247,0
7,4,310331,3,2,000039,20241213,783492,0,0,20241212,032216,20241212,034846,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,27300,0,3,1,325,0,0,0,793,257,0
7,4,310331,3,2,000039,20241213,783460,0,0,20241212,032216,20241212,034328,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,29900,0,5,1,325,0,0,0,1376,448,0
7,4,310331,3,2,000039,20241213,783388,0,0,20241212,032216,20241212,032946,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,30100,0,3,1,325,0,0,0,833,271,0
7,4,310331,3,2,000039,20241213,783450,0,0,20241212,032216,20241212,034129,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,30300,0,2,1,325,0,0,0,568,185,0
7,4,310331,3,2,000039,20241213,783474,0,0,20241212,032216,20241212,034540,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,30500,0,2,1,325,0,0,0,462,150,0
7,4,310331,3,2,000039,20241213,783351,0,0,20241212,032216,20241212,032416,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,31000,0,3,1,325,0,0,0,793,258,0
7,4,310331,3,2,000039,20241213,783390,0,0,20241212,032216,20241212,033007,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,31300,0,5,1,325,0,0,0,1238,402,0
7,4,310331,3,2,000039,20241213,783495,0,0,20241212,032216,20241212,035110,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,32400,0,2,1,325,0,0,0,490,160,0
7,4,310331,3,2,000039,20241213,783408,0,0,20241212,032216,20241212,033401,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,32500,0,3,1,325,0,0,0,717,234,0
7,4,310331,3,2,000039,20241213,783508,0,0,20241212,032216,20241212,035249,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,33300,0,1,1,325,0,0,0,370,120,0
7,4,310331,3,2,000039,20241213,783428,0,0,20241212,032216,20241212,033756,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,33400,0,6,1,325,0,0,0,1621,527,0
7,4,310331,3,2,000039,20241213,783387,0,0,20241212,032216,20241212,032940,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,33800,0,4,1,325,0,0,0,1006,327,0
7,4,310331,3,2,000039,20241213,783499,0,0,20241212,032216,20241212,035141,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,33900,0,3,1,325,0,0,0,828,270,0
7,4,310331,3,2,000039,20241213,783409,0,0,20241212,032216,20241212,033417,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,34000,0,7,1,325,0,0,0,1662,541,0
7,4,310331,3,2,000039,20241213,783349,0,0,20241212,032216,20241212,032314,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,34200,0,4,1,325,0,0,0,1003,326,0
7,4,310331,3,2,000039,20241213,783570,0,0,20241212,040128,20241212,040130,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,34200,0,1,1,325,0,0,0,356,116,0
7,4,310331,3,2,000039,20241213,783503,0,0,20241212,032216,20241212,035222,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,34500,0,1,1,325,0,0,0,293,95,0
7,4,310331,3,2,000039,20241213,783352,0,0,20241212,032216,20241212,032425,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,34700,0,4,1,325,0,0,0,986,321,0
7,4,310331,3,2,000039,20241213,783459,0,0,20241212,032216,20241212,034317,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,34800,0,4,1,325,0,0,0,1079,351,0
7,4,310331,3,2,000039,20241213,783470,0,0,20241212,032216,20241212,034506,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,34900,0,4,1,325,0,0,0,1003,325,0
7,4,310331,3,2,000039,20241213,783415,0,0,20241212,032216,20241212,033512,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,35000,0,2,1,325,0,0,0,448,146,0
7,4,310331,3,2,000039,20241213,783418,0,0,20241212,032216,20241212,033548,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,35100,0,8,1,325,0,0,0,2097,681,0
7,4,310331,3,2,000039,20241213,783501,0,0,20241212,032216,20241212,035206,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,35200,0,3,1,325,0,0,0,858,278,0
7,4,310331,3,2,000039,20241213,783502,0,0,20241212,032216,20241212,035220,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,35300,0,6,1,325,0,0,0,1578,513,0
7,4,310331,3,2,000039,20241213,783356,0,0,20241212,032216,20241212,032505,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,35600,0,3,1,325,0,0,0,856,278,0
7,4,310331,3,2,000039,20241213,783412,0,0,20241212,032216,20241212,033444,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,35800,0,6,1,325,0,0,0,1422,461,0
7,4,310331,3,2,000039,20241213,783454,0,0,20241212,032216,20241212,034228,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,36300,0,4,1,325,0,0,0,1274,414,0
7,4,310331,3,2,000039,20241213,783359,0,0,20241212,032216,20241212,032532,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,36500,0,4,1,325,0,0,0,1147,373,0
7,4,310331,3,2,000039,20241213,783472,0,0,20241212,032216,20241212,034525,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,36600,0,6,1,325,0,0,0,1581,513,0
7,4,310331,3,2,000039,20241213,783353,0,0,20241212,032216,20241212,032442,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,37100,0,8,1,325,0,0,0,2142,696,0
7,4,310331,3,2,000039,20241213,783385,0,0,20241212,032216,20241212,032926,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,37400,0,2,1,325,0,0,0,460,149,0
7,4,310331,3,2,000039,20241213,783478,0,0,20241212,032216,20241212,034651,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,37500,0,3,1,325,0,0,0,886,289,0
7,4,310331,3,2,000039,20241213,783455,0,0,20241212,032216,20241212,034235,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,37600,0,3,1,325,0,0,0,744,242,0
7,4,310331,3,2,000039,20241213,783496,0,0,20241212,032216,20241212,035116,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,37700,0,3,1,325,0,0,0,837,272,0
7,4,310331,3,2,000039,20241213,783489,0,0,20241212,032216,20241212,034828,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,38000,0,5,1,325,0,0,0,1377,448,0
7,4,310331,3,2,000039,20241213,783355,0,0,20241212,032216,20241212,032458,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,38300,0,4,1,325,0,0,0,1135,369,0
7,4,310331,3,2,000039,20241213,783488,0,0,20241212,032216,20241212,034816,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,38600,0,2,1,325,0,0,0,710,231,0
7,4,310331,3,2,000039,20241213,783469,0,0,20241212,032216,20241212,034456,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,38700,0,3,1,325,0,0,0,858,278,0
7,4,310331,3,2,000039,20241213,783533,0,0,20241212,032216,20241212,035613,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,38900,0,3,1,325,0,0,0,817,266,0
7,4,310331,3,2,000039,20241213,783383,0,0,20241212,032216,20241212,032906,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,39000,0,2,1,325,0,0,0,497,161,0
7,4,310331,3,2,000039,20241213,783475,0,0,20241212,032216,20241212,034616,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,39100,0,3,1,325,0,0,0,812,264,0
7,4,310331,3,2,000039,20241213,783350,0,0,20241212,032216,20241212,032325,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,39200,0,5,1,325,0,0,0,1302,423,0
7,4,310331,3,2,000039,20241213,783571,0,0,20241212,040128,20241212,040132,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,39200,0,1,1,325,0,0,0,308,100,0
7,4,310331,3,2,000039,20241213,783391,0,0,20241212,032216,20241212,033018,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,39400,0,5,1,325,0,0,0,1257,408,0
7,4,310331,3,2,000039,20241213,783506,0,0,20241212,032216,20241212,035243,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,39700,0,4,1,325,0,0,0,1017,330,0
7,4,310331,3,2,000039,20241213,783402,0,0,20241212,032216,20241212,033314,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,40100,0,6,1,325,0,0,0,1583,515,0
7,4,310331,3,2,000039,20241213,783437,0,0,20241212,032216,20241212,033946,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,40400,0,3,1,325,0,0,0,827,268,0
7,4,310331,3,2,000039,20241213,783518,0,0,20241212,032216,20241212,035404,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,40600,0,2,1,325,0,0,0,562,182,0
7,4,310331,3,2,000039,20241213,783482,0,0,20241212,032216,20241212,034731,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,40800,0,5,1,325,0,0,0,1453,472,0
7,4,310331,3,2,000039,20241213,783400,0,0,20241212,032216,20241212,033201,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,40900,0,5,1,325,0,0,0,1240,402,0
7,4,310331,3,2,000039,20241213,783513,0,0,20241212,032216,20241212,035330,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,41100,0,5,1,325,0,0,0,1375,447,0
7,4,310331,3,2,000039,20241213,783523,0,0,20241212,032216,20241212,035442,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,41200,0,3,1,325,0,0,0,687,224,0
7,4,310331,3,2,000039,20241213,783405,0,0,20241212,032216,20241212,033341,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,41700,0,4,1,325,0,0,0,1075,350,0
7,4,310331,3,2,000039,20241213,783466,0,0,20241212,032216,20241212,034432,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,41800,0,2,1,325,0,0,0,564,183,0
7,4,310331,3,2,000039,20241213,783407,0,0,20241212,032216,20241212,033354,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,42100,0,3,1,325,0,0,0,704,228,0
7,4,310331,3,2,000039,20241213,783524,0,0,20241212,032216,20241212,035447,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,42200,0,2,1,325,0,0,0,474,154,0
7,4,310331,3,2,000039,20241213,783517,0,0,20241212,032216,20241212,035359,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,42400,0,2,1,325,0,0,0,462,150,0
7,4,310331,3,2,000039,20241213,783463,0,0,20241212,032216,20241212,034410,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,42500,0,6,1,325,0,0,0,1543,501,0
7,4,310331,3,2,000039,20241213,783374,0,0,20241212,032216,20241212,032753,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,42600,0,3,1,325,0,0,0,853,278,0
7,4,310331,3,2,000039,20241213,783511,0,0,20241212,032216,20241212,035313,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,42700,0,4,1,325,0,0,0,1095,356,0
7,4,310331,3,2,000039,20241213,783441,0,0,20241212,032216,20241212,034016,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,42800,0,4,1,325,0,0,0,1066,347,0
7,4,310331,3,2,000039,20241213,783439,0,0,20241212,032216,20241212,034003,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,43000,0,4,1,325,0,0,0,921,299,0
7,4,310331,3,2,000039,20241213,783447,0,0,20241212,032216,20241212,034112,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,43100,0,6,1,325,0,0,0,1496,487,0
7,4,310331,3,2,000039,20241213,783436,0,0,20241212,032216,20241212,033940,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,43200,0,4,1,325,0,0,0,1114,362,0
7,4,310331,3,2,000039,20241213,783369,0,0,20241212,032216,20241212,032651,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,43300,0,6,1,325,0,0,0,1456,473,0
7,4,310331,3,2,000039,20241213,783440,0,0,20241212,032216,20241212,034007,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,43500,0,2,1,325,0,0,0,528,172,0
7,4,310331,3,2,000039,20241213,783366,0,0,20241212,032216,20241212,032621,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,43800,0,2,1,325,0,0,0,473,154,0
7,4,310331,3,2,000039,20241213,783368,0,0,20241212,032216,20241212,032637,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,44000,0,2,1,325,0,0,0,495,160,0
7,4,310331,3,2,000039,20241213,783438,0,0,20241212,032216,20241212,033953,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,44100,0,3,1,325,0,0,0,821,266,0
7,4,310331,3,2,000039,20241213,783483,0,0,20241212,032216,20241212,034740,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,44200,0,4,1,325,0,0,0,929,301,0
7,4,310331,3,2,000039,20241213,783367,0,0,20241212,032216,20241212,032633,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,44300,0,5,1,325,0,0,0,1449,471,0
7,4,310331,3,2,000039,20241213,783401,0,0,20241212,032216,20241212,033214,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,44500,0,6,1,325,0,0,0,1699,553,0
7,4,310331,3,2,000039,20241213,783445,0,0,20241212,032216,20241212,034051,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,44700,0,3,1,325,0,0,0,947,308,0
7,4,310331,3,2,000039,20241213,783370,0,0,20241212,032216,20241212,032655,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,44900,0,2,1,325,0,0,0,624,203,0
7,4,310331,3,2,000039,20241213,783484,0,0,20241212,032216,20241212,034755,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,45000,0,7,1,325,0,0,0,1980,644,0
7,4,310331,3,2,000039,20241213,783544,0,0,20241212,032216,20241212,035735,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,45100,0,2,1,325,0,0,0,528,172,0
7,4,310331,3,2,000039,20241213,783371,0,0,20241212,032216,20241212,032706,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,45200,0,5,1,325,0,0,0,1168,380,0
7,4,310331,3,2,000039,20241213,783399,0,0,20241212,032216,20241212,033149,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,45300,0,3,1,325,0,0,0,862,280,0
7,4,310331,3,2,000039,20241213,783373,0,0,20241212,032216,20241212,032737,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,45400,0,4,1,325,0,0,0,983,319,0
7,4,310331,3,2,000039,20241213,783515,0,0,20241212,032216,20241212,035348,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,45600,0,4,1,325,0,0,0,1142,371,0
7,4,310331,3,2,000039,20241213,783435,0,0,20241212,032216,20241212,033931,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,45800,0,6,1,325,0,0,0,1430,465,0
7,4,310331,3,2,000039,20241213,783545,0,0,20241212,032216,20241212,035740,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,45900,0,2,1,325,0,0,0,545,177,0
7,4,310331,3,2,000039,20241213,783542,0,0,20241212,032216,20241212,035723,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,46000,0,1,1,325,0,0,0,275,89,0
7,4,310331,3,2,000039,20241213,783467,0,0,20241212,032216,20241212,034438,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,46100,0,3,1,325,0,0,0,709,230,0
7,4,310331,3,2,000039,20241213,783521,0,0,20241212,032216,20241212,035429,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,46200,0,6,1,325,0,0,0,1515,491,0
7,4,310331,3,2,000039,20241213,783512,0,0,20241212,032216,20241212,035317,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,46300,0,2,1,325,0,0,0,672,218,0
7,4,310331,3,2,000039,20241213,783520,0,0,20241212,032216,20241212,035415,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,46400,0,2,1,325,0,0,0,662,215,0
7,4,310331,3,2,000039,20241213,783462,0,0,20241212,032216,20241212,034356,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,46700,0,7,1,325,0,0,0,1691,549,0
7,4,310331,3,2,000039,20241213,783516,0,0,20241212,032216,20241212,035354,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,46800,0,3,1,325,0,0,0,743,241,0
7,4,310331,3,2,000039,20241213,783442,0,0,20241212,032216,20241212,034034,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,47000,0,4,1,325,0,0,0,926,300,0
7,4,310331,3,2,000039,20241213,783535,0,0,20241212,032216,20241212,035628,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,47100,0,4,1,325,0,0,0,1037,337,0
7,4,310331,3,2,000039,20241213,783514,0,0,20241212,032216,20241212,035339,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,47200,0,4,1,325,0,0,0,987,321,0
7,4,310331,3,2,000039,20241213,783543,0,0,20241212,032216,20241212,035730,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,47300,0,3,1,325,0,0,0,784,254,0
7,4,310331,3,2,000039,20241213,783522,0,0,20241212,032216,20241212,035435,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,47500,0,3,1,325,0,0,0,796,259,0
7,4,310331,3,2,000039,20241213,783464,0,0,20241212,032216,20241212,034418,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,47600,0,4,1,325,0,0,0,1059,344,0
7,4,310331,3,2,000039,20241213,783481,0,0,20241212,032216,20241212,034720,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,47700,0,6,1,325,0,0,0,1624,529,0
7,4,310331,3,2,000039,20241213,783557,0,0,20241212,032216,20241212,035916,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,47800,0,2,1,325,0,0,0,559,182,0
7,4,310331,3,2,000039,20241213,783565,0,0,20241212,032216,20241212,040016,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,47900,0,5,1,325,0,0,0,1463,475,0
7,4,310331,3,2,000039,20241213,783536,0,0,20241212,032216,20241212,035635,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,48000,0,3,1,325,0,0,0,865,281,0
7,4,310331,3,2,000039,20241213,783566,0,0,20241212,032216,20241212,040025,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,48200,0,4,1,325,0,0,0,1095,356,0
7,4,310331,3,2,000039,20241213,783509,0,0,20241212,032216,20241212,035252,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,48300,0,1,1,325,0,0,0,330,107,0
7,4,310331,3,2,000039,20241213,783563,0,0,20241212,032216,20241212,040000,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,48600,0,3,1,325,0,0,0,827,268,0
7,4,310331,3,2,000039,20241213,783433,0,0,20241212,032216,20241212,033911,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,48700,0,3,1,325,0,0,0,732,238,0
7,4,310331,3,2,000039,20241213,783569,0,0,20241212,032216,20241212,040044,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,48800,0,2,1,325,0,0,0,433,141,0
7,4,310331,3,2,000039,20241213,783558,0,0,20241212,032216,20241212,035920,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,48900,0,2,1,325,0,0,0,486,158,0
7,4,310331,3,2,000039,20241213,783564,0,0,20241212,032216,20241212,040005,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,49000,0,2,1,325,0,0,0,500,163,0
7,4,310331,3,2,000039,20241213,783562,0,0,20241212,032216,20241212,035954,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,49200,0,4,1,325,0,0,0,1040,338,0
7,4,310331,3,2,000039,20241213,783519,0,0,20241212,032216,20241212,035410,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,49300,0,3,1,325,0,0,0,694,225,0
7,4,310331,3,2,000039,20241213,783568,0,0,20241212,032216,20241212,040039,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,49400,0,3,1,325,0,0,0,761,248,0
7,4,310331,3,2,000039,20241213,783528,0,0,20241212,032216,20241212,035542,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,250700,0,2,1,325,0,0,0,559,182,0
7,4,310331,3,2,000039,20241213,783510,0,0,20241212,032216,20241212,035304,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,251100,0,5,1,325,0,0,0,1406,457,0
7,4,310331,3,2,000039,20241213,783358,0,0,20241212,032216,20241212,032523,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,251200,0,5,1,325,0,0,0,1387,451,0
7,4,310331,3,2,000039,20241213,783538,0,0,20241212,032216,20241212,035659,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,251500,0,2,1,325,0,0,0,681,222,0
7,4,310331,3,2,000039,20241213,783493,0,0,20241212,032216,20241212,034851,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,251600,0,2,1,325,0,0,0,493,160,0
7,4,310331,3,2,000039,20241213,783425,0,0,20241212,032216,20241212,033706,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,251800,0,8,1,325,0,0,0,1938,632,0
7,4,310331,3,2,000039,20241213,783360,0,0,20241212,032216,20241212,032538,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,252700,0,3,1,325,0,0,0,927,301,0
7,4,310331,3,2,000039,20241213,783362,0,0,20241212,032216,20241212,032543,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,253100,0,1,1,325,0,0,0,219,71,0
7,4,310331,3,2,000039,20241213,783365,0,0,20241212,032216,20241212,032617,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,255600,0,8,1,325,0,0,0,2124,690,0
7,4,310331,3,2,000039,20241213,783527,0,0,20241212,032216,20241212,035537,0,4,000039,A1,,20241212,0000,20241215,1200,,0000,300000,0,2,1,325,0,0,0,595,193,0
