
SFM002,2,999999,全區總量,,1,524,0999,1,1,2,3,1,1,0,0,0,0,0,0,,,,,V 99999,A3WS2
SFM002,2,999901,五股,D111,1,1005,061,1,1,2,3,1,1,0,0,0,0,0,0,,,,,07/07,124333
